
[Name]
IGV Blade

[Data]
X [ m ], Y [ m ], Z [ m ]
1.77294109e-02, 3.19674939e-01, 5.23343624e-04
1.83478706e-02, 3.19702178e-01, 4.69879189e-04
1.89259909e-02, 3.19727391e-01, 4.21081844e-04
1.94509309e-02, 3.19750220e-01, 3.78075842e-04
2.13036407e-03, 3.20046335e-01, 5.68365504e-04
2.61571864e-03, 3.20074886e-01, 6.46852190e-04
3.15121305e-03, 3.20105165e-01, 7.26037368e-04
3.73565429e-03, 3.20136279e-01, 8.03005532e-04
4.36419202e-03, 3.20168942e-01, 8.74651654e-04
5.03087370e-03, 3.20202351e-01, 9.38184618e-04
5.72895631e-03, 3.20236683e-01, 9.91229434e-04
6.45249756e-03, 3.20271373e-01, 1.03238493e-03
7.19583500e-03, 3.20306599e-01, 1.06088491e-03
7.95418024e-03, 3.20341706e-01, 1.07649947e-03
8.72302800e-03, 3.20377171e-01, 1.07952312e-03
9.49903484e-03, 3.20412010e-01, 1.07062736e-03
1.02793761e-02, 3.20446879e-01, 1.05071568e-03
1.10620698e-02, 3.20481062e-01, 1.02080929e-03
1.18451333e-02, 3.20514739e-01, 9.82024823e-04
1.26260361e-02, 3.20547819e-01, 9.35609045e-04
1.34026054e-02, 3.20579886e-01, 8.82874534e-04
1.41710071e-02, 3.20611358e-01, 8.25316936e-04
1.49283949e-02, 3.20641309e-01, 7.64396100e-04
1.56688020e-02, 3.20670366e-01, 7.01873214e-04
1.63891539e-02, 3.20697486e-01, 6.39275764e-04
1.70802251e-02, 3.20722967e-01, 5.78528387e-04
1.77408289e-02, 3.20746392e-01, 5.20633825e-04
1.83574408e-02, 3.20768267e-01, 4.67389589e-04
1.89333726e-02, 3.20788532e-01, 4.18874173e-04
1.94557495e-02, 3.20806861e-01, 3.76195705e-04
2.13339482e-03, 3.21074784e-01, 5.68557240e-04
2.61780526e-03, 3.21097493e-01, 6.46862551e-04
3.15286219e-03, 3.21121573e-01, 7.25966471e-04
3.73724848e-03, 3.21146339e-01, 8.02918861e-04
4.36609657e-03, 3.21172297e-01, 8.74591584e-04
5.03330864e-03, 3.21198881e-01, 9.38155979e-04
5.73208742e-03, 3.21226180e-01, 9.91219655e-04
6.45639561e-03, 3.21253806e-01, 1.03236781e-03
7.20054749e-03, 3.21281821e-01, 1.06083008e-03
7.95966573e-03, 3.21309805e-01, 1.07637292e-03
8.72926321e-03, 3.21338028e-01, 1.07929565e-03
9.50591359e-03, 3.21365774e-01, 1.07027567e-03
1.02868592e-02, 3.21393549e-01, 1.05022313e-03
1.10700829e-02, 3.21420789e-01, 1.02016598e-03
1.18536372e-02, 3.21447670e-01, 9.81225749e-04
1.26349926e-02, 3.21474016e-01, 9.34654439e-04
1.34119419e-02, 3.21499586e-01, 8.81772372e-04
1.41806621e-02, 3.21524709e-01, 8.24081420e-04
1.49382045e-02, 3.21548581e-01, 7.63054937e-04
1.56785827e-02, 3.21571767e-01, 7.00464181e-04
1.63986124e-02, 3.21593404e-01, 6.37848512e-04
1.70889758e-02, 3.21613699e-01, 5.77143743e-04
1.77484825e-02, 3.21632385e-01, 5.19349007e-04
1.83635075e-02, 3.21649820e-01, 4.66265396e-04
1.89375747e-02, 3.21665972e-01, 4.17944335e-04
1.94577817e-02, 3.21680576e-01, 3.75486823e-04
2.13587168e-03, 3.21925223e-01, 5.68891526e-04
2.61950772e-03, 3.21943074e-01, 6.47031993e-04
3.15420958e-03, 3.21962029e-01, 7.26048893e-04
3.73855699e-03, 3.21981519e-01, 8.02963215e-04
4.36766632e-03, 3.22001964e-01, 8.74630758e-04
5.03531983e-03, 3.22022885e-01, 9.38196143e-04
5.73467603e-03, 3.22044402e-01, 9.91255278e-04
6.45961845e-03, 3.22066158e-01, 1.03238400e-03
7.20444229e-03, 3.22088242e-01, 1.06081006e-03
7.96419755e-03, 3.22110295e-01, 1.07629888e-03
8.73441249e-03, 3.22132558e-01, 1.07915408e-03
9.51159466e-03, 3.22154462e-01, 1.07005832e-03
1.02930395e-02, 3.22176367e-01, 1.04992650e-03
1.10767027e-02, 3.22197884e-01, 1.01979077e-03
1.18606659e-02, 3.22219104e-01, 9.80774988e-04
1.26423994e-02, 3.22239906e-01, 9.34133423e-04
1.34196673e-02, 3.22260112e-01, 8.81190645e-04
1.41886575e-02, 3.22279930e-01, 8.23449984e-04
1.49463331e-02, 3.22298825e-01, 7.62393815e-04
1.56866927e-02, 3.22317123e-01, 6.99797471e-04
1.64064635e-02, 3.22334200e-01, 6.37208635e-04
1.70962438e-02, 3.22350264e-01, 5.76568418e-04
1.77548490e-02, 3.22365016e-01, 5.18872286e-04
1.83685627e-02, 3.22378784e-01, 4.65923047e-04
1.89410876e-02, 3.22391540e-01, 4.17751173e-04
1.94595028e-02, 3.22403044e-01, 3.75454256e-04
2.13790685e-03, 3.22628409e-01, 5.69172553e-04
2.62090098e-03, 3.22642297e-01, 6.47177512e-04
3.15530668e-03, 3.22657019e-01, 7.26123049e-04
3.73961893e-03, 3.22672158e-01, 8.03006056e-04
4.36894130e-03, 3.22688013e-01, 8.74669291e-04
5.03695710e-03, 3.22704256e-01, 9.38235025e-04
5.73678641e-03, 3.22720975e-01, 9.91289737e-04
6.46224897e-03, 3.22737873e-01, 1.03240134e-03
7.20762508e-03, 3.22755039e-01, 1.06079609e-03
7.96790328e-03, 3.22772205e-01, 1.07623846e-03
8.73862486e-03, 3.22789520e-01, 1.07903616e-03
9.51624196e-03, 3.22806597e-01, 1.06987590e-03
1.02980966e-02, 3.22823673e-01, 1.04967633e-03
1.10821174e-02, 3.22840422e-01, 1.01947365e-03
1.18664140e-02, 3.22856963e-01, 9.80393263e-04
1.26484577e-02, 3.22873205e-01, 9.33691394e-04
1.34259844e-02, 3.22888970e-01, 8.80696345e-04
1.41951945e-02, 3.22904438e-01, 8.22912727e-04
1.49529763e-02, 3.22919160e-01, 7.61830306e-04
1.56933181e-02, 3.22933435e-01, 6.99227850e-04
1.64128672e-02, 3.22946757e-01, 6.36659912e-04
1.71021651e-02, 3.22959274e-01, 5.76072140e-04
1.77600197e-02, 3.22970808e-01, 5.18456742e-04
1.83726475e-02, 3.22981536e-01, 4.65618097e-04
1.89438984e-02, 3.22991461e-01, 4.17569274e-04
1.94608271e-02, 3.23000461e-01, 3.75405012e-04
2.13948195e-03, 3.23209882e-01, 5.69391064e-04
2.62192427e-03, 3.23220462e-01, 6.47282810e-04
3.15606198e-03, 3.23231667e-01, 7.26168393e-04
3.74031952e-03, 3.23243201e-01, 8.03025207e-04
4.36979020e-03, 3.23255301e-01, 8.74685065e-04
5.03807515e-03, 3.23267668e-01, 9.38252197e-04
5.73826488e-03, 3.23280424e-01, 9.91304871e-04
6.46412512e-03, 3.23293328e-01, 1.03240507e-03
7.20992358e-03, 3.23306441e-01, 1.06077723e-03
7.97059946e-03, 3.23319525e-01, 1.07618514e-03
8.74170661e-03, 3.23332787e-01, 1.07893976e-03
9.51964874e-03, 3.23345840e-01, 1.06973096e-03
1.03018070e-02, 3.23358923e-01, 1.04948052e-03
1.10860895e-02, 3.23371738e-01, 1.01922767e-03
1.18706273e-02, 3.23384434e-01, 9.80099197e-04
1.26528917e-02, 3.23396891e-01, 9.33352800e-04
1.34305982e-02, 3.23408961e-01, 8.80319625e-04
1.41999554e-02, 3.23420823e-01, 8.22505157e-04
1.49577921e-02, 3.23432118e-01, 7.61405274e-04
1.56980846e-02, 3.23443085e-01, 6.98801363e-04
1.64174233e-02, 3.23453307e-01, 6.36253564e-04
1.71062890e-02, 3.23462903e-01, 5.75711194e-04
1.77634954e-02, 3.23471725e-01, 5.18163841e-04
1.83751993e-02, 3.23479950e-01, 4.65417164e-04
1.89453680e-02, 3.23487580e-01, 4.17470001e-04
1.94610469e-02, 3.23494464e-01, 3.75415024e-04
2.14078370e-03, 3.23690683e-01, 5.69574477e-04
2.62277015e-03, 3.23698550e-01, 6.47373032e-04
3.15668643e-03, 3.23706865e-01, 7.26209371e-04
3.74089880e-03, 3.23715419e-01, 8.03044648e-04
4.37049195e-03, 3.23724389e-01, 8.74701655e-04
5.03899902e-03, 3.23733568e-01, 9.38269659e-04
5.73948678e-03, 3.23743016e-01, 9.91320354e-04
6.46567577e-03, 3.23752612e-01, 1.03241031e-03
7.21182395e-03, 3.23762357e-01, 1.06076302e-03
7.97282904e-03, 3.23772132e-01, 1.07614161e-03
8.74425285e-03, 3.23781997e-01, 1.07885944e-03
9.52246413e-03, 3.23791742e-01, 1.06960943e-03
1.03048729e-02, 3.23801488e-01, 1.04931579e-03
1.10893724e-02, 3.23811084e-01, 1.01902022e-03
1.18741095e-02, 3.23820591e-01, 9.79850767e-04
1.26565564e-02, 3.23829889e-01, 9.33066418e-04
1.34344120e-02, 3.23838949e-01, 8.80000473e-04
1.42038902e-02, 3.23847830e-01, 8.22159462e-04
1.49617717e-02, 3.23856294e-01, 7.61044095e-04
1.57020241e-02, 3.23864490e-01, 6.98438205e-04
1.64211858e-02, 3.23872149e-01, 6.35906355e-04
1.71096958e-02, 3.23879331e-01, 5.75400947e-04
1.77663658e-02, 3.23885918e-01, 5.17909473e-04
1.83773041e-02, 3.23892087e-01, 4.65238583e-04
1.89465825e-02, 3.23897779e-01, 4.17375326e-04
1.94612276e-02, 3.23902935e-01, 3.75410687e-04
2.14186008e-03, 3.24088275e-01, 5.69727970e-04
2.62346934e-03, 3.24093848e-01, 6.47449750e-04
3.15720285e-03, 3.24099779e-01, 7.26245577e-04
3.74137750e-03, 3.24105889e-01, 8.03063042e-04
4.37107217e-03, 3.24112266e-01, 8.74717720e-04
5.03976317e-03, 3.24118793e-01, 9.38286248e-04
5.74049680e-03, 3.24125558e-01, 9.91335022e-04
6.46695727e-03, 3.24132383e-01, 1.03241624e-03
7.21339462e-03, 3.24139357e-01, 1.06075231e-03
7.97467120e-03, 3.24146360e-01, 1.07610598e-03
8.74635857e-03, 3.24153453e-01, 1.07879273e-03
9.52479150e-03, 3.24160427e-01, 1.06950791e-03
1.03074079e-02, 3.24167460e-01, 1.04917784e-03
1.10920863e-02, 3.24174374e-01, 1.01884606e-03
1.18769882e-02, 3.24181229e-01, 9.79641918e-04
1.26595851e-02, 3.24187964e-01, 9.32825380e-04
1.34375636e-02, 3.24194491e-01, 8.79731611e-04
1.42071415e-02, 3.24200898e-01, 8.21867841e-04
1.49650611e-02, 3.24207038e-01, 7.60739145e-04
1.57052800e-02, 3.24212939e-01, 6.98130985e-04
1.64242964e-02, 3.24218482e-01, 6.35611883e-04
1.71125121e-02, 3.24223667e-01, 5.75136684e-04
1.77687369e-02, 3.24228436e-01, 5.17691195e-04
1.83790457e-02, 3.24232876e-01, 4.65082761e-04
1.89475846e-02, 3.24236989e-01, 4.17288829e-04
1.94613766e-02, 3.24240685e-01, 3.75398842e-04
2.14274973e-03, 3.24417025e-01, 5.69856027e-04
2.62404745e-03, 3.24420750e-01, 6.47514593e-04
3.15762963e-03, 3.24424684e-01, 7.26276950e-04
3.74177354e-03, 3.24428737e-01, 8.03079864e-04
4.37155180e-03, 3.24432999e-01, 8.74732563e-04
5.04039507e-03, 3.24437350e-01, 9.38301440e-04
5.74133219e-03, 3.24441850e-01, 9.91348410e-04
6.46801712e-03, 3.24446440e-01, 1.03242206e-03
7.21469289e-03, 3.24451119e-01, 1.06074405e-03
7.97619484e-03, 3.24455798e-01, 1.07607676e-03
8.74809921e-03, 3.24460596e-01, 1.07873743e-03
9.52671561e-03, 3.24465334e-01, 1.06942328e-03
1.03095034e-02, 3.24470103e-01, 1.04906247e-03
1.10943289e-02, 3.24474782e-01, 1.01870042e-03
1.18793668e-02, 3.24479431e-01, 9.79467062e-04
1.26620885e-02, 3.24484020e-01, 9.32623225e-04
1.34401685e-02, 3.24488491e-01, 8.79505998e-04
1.42098293e-02, 3.24492872e-01, 8.21623020e-04
1.49677796e-02, 3.24497044e-01, 7.60482741e-04
1.57079715e-02, 3.24501097e-01, 6.97872427e-04
1.64268669e-02, 3.24504852e-01, 6.35363511e-04
1.71148386e-02, 3.24508399e-01, 5.74913109e-04
1.77706964e-02, 3.24511647e-01, 5.17505396e-04
1.83804836e-02, 3.24514687e-01, 4.64948534e-04
1.89484116e-02, 3.24517459e-01, 4.17211879e-04
1.94614977e-02, 3.24519992e-01, 3.75383592e-04
2.14348524e-03, 3.24688882e-01, 5.69962780e-04
2.62452569e-03, 3.24691057e-01, 6.47569075e-04
3.15798260e-03, 3.24693352e-01, 7.26303959e-04
3.74210090e-03, 3.24695736e-01, 8.03094765e-04
4.37194807e-03, 3.24698210e-01, 8.74745834e-04
5.04091708e-03, 3.24700773e-01, 9.38314945e-04
5.74202230e-03, 3.24703395e-01, 9.91360284e-04
6.46889349e-03, 3.24706107e-01, 1.03242742e-03
7.21576670e-03, 3.24708879e-01, 1.06073753e-03
7.97745399e-03, 3.24711680e-01, 1.07605266e-03
8.74953810e-03, 3.24714571e-01, 1.07869145e-03
9.52830631e-03, 3.24717432e-01, 1.06935273e-03
1.03112357e-02, 3.24720323e-01, 1.04896619e-03
1.10961832e-02, 3.24723184e-01, 1.01857877e-03
1.18813338e-02, 3.24726045e-01, 9.79320845e-04
1.26641579e-02, 3.24728847e-01, 9.32454248e-04
1.34423217e-02, 3.24731588e-01, 8.79317231e-04
1.42120514e-02, 3.24734300e-01, 8.21418012e-04
1.49700260e-02, 3.24736863e-01, 7.60267954e-04
1.57101955e-02, 3.24739337e-01, 6.97655545e-04
1.64289903e-02, 3.24741662e-01, 6.35154953e-04
1.71167627e-02, 3.24743837e-01, 5.74724807e-04
1.77723169e-02, 3.24745834e-01, 5.17348293e-04
1.83816720e-02, 3.24747682e-01, 4.64834011e-04
1.89490952e-02, 3.24749410e-01, 4.17144678e-04
1.94615982e-02, 3.24750930e-01, 3.75367352e-04
2.14409339e-03, 3.24913651e-01, 5.70051488e-04
2.62492080e-03, 3.24914575e-01, 6.47614768e-04
3.15827434e-03, 3.24915528e-01, 7.26326893e-04
3.74237169e-03, 3.24916482e-01, 8.03107803e-04
4.37227637e-03, 3.24917495e-01, 8.74757476e-04
5.04134921e-03, 3.24918568e-01, 9.38326702e-04
5.74259320e-03, 3.24919671e-01, 9.91370645e-04
6.46961760e-03, 3.24920833e-01, 1.03243242e-03
7.21665425e-03, 3.24922025e-01, 1.06073252e-03
7.97849521e-03, 3.24923277e-01, 1.07603287e-03
8.75072740e-03, 3.24924588e-01, 1.07865338e-03
9.52962134e-03, 3.24925900e-01, 1.06929417e-03
1.03126671e-02, 3.24927241e-01, 1.04888610e-03
1.10977162e-02, 3.24928582e-01, 1.01847737e-03
1.18829589e-02, 3.24929953e-01, 9.79198958e-04
1.26658687e-02, 3.24931294e-01, 9.32313269e-04
1.34441014e-02, 3.24932605e-01, 8.79159663e-04
1.42138880e-02, 3.24933916e-01, 8.21246824e-04
1.49718840e-02, 3.24935168e-01, 7.60088500e-04
1.57120340e-02, 3.24936360e-01, 6.97474228e-04
1.64307468e-02, 3.24937493e-01, 6.34980330e-04
1.71183515e-02, 3.24938536e-01, 5.74566890e-04
1.77736562e-02, 3.24939489e-01, 5.17216104e-04
1.83826536e-02, 3.24940354e-01, 4.64736921e-04
1.89496614e-02, 3.24941188e-01, 4.17086674e-04
1.94616821e-02, 3.24941903e-01, 3.75351548e-04
2.14459607e-03, 3.25099528e-01, 5.70125238e-04
2.62524746e-03, 3.25099379e-01, 6.47652894e-04
3.15851555e-03, 3.25099200e-01, 7.26346334e-04
3.74259544e-03, 3.25099021e-01, 8.03118979e-04
4.37254738e-03, 3.25098842e-01, 8.74767546e-04
5.04170591e-03, 3.25098664e-01, 9.38336831e-04
5.74306538e-03, 3.25098515e-01, 9.91379493e-04
6.47021644e-03, 3.25098395e-01, 1.03243673e-03
7.21738767e-03, 3.25098276e-01, 1.06072857e-03
7.97935575e-03, 3.25098246e-01, 1.07601658e-03
8.75170995e-03, 3.25098246e-01, 1.07862183e-03
9.53070819e-03, 3.25098276e-01, 1.06924551e-03
1.03138508e-02, 3.25098336e-01, 1.04881951e-03
1.10989837e-02, 3.25098425e-01, 1.01839297e-03
1.18843028e-02, 3.25098544e-01, 9.79097444e-04
1.26672825e-02, 3.25098693e-01, 9.32195864e-04
1.34455729e-02, 3.25098842e-01, 8.79028463e-04
1.42154060e-02, 3.25098991e-01, 8.21104215e-04
1.49734188e-02, 3.25099140e-01, 7.59938906e-04
1.57135520e-02, 3.25099260e-01, 6.97323005e-04
1.64321978e-02, 3.25099409e-01, 6.34834520e-04
1.71196647e-02, 3.25099528e-01, 5.74434875e-04
1.77747626e-02, 3.25099617e-01, 5.17105276e-04
1.83834638e-02, 3.25099677e-01, 4.64655139e-04
1.89501271e-02, 3.25099766e-01, 4.17037198e-04
1.94617491e-02, 3.25099796e-01, 3.75336909e-04
2.74105143e-04, 2.34120876e-01, 2.92807905e-04
4.53410321e-04, 2.34313190e-01, 3.58926802e-04
4.52174223e-04, 2.34015107e-01, 3.59545636e-04
2.73292128e-04, 2.33822122e-01, 2.93224643e-04
7.11595290e-04, 2.34590277e-01, 4.16625146e-04
7.09983229e-04, 2.34293297e-01, 4.17493342e-04
1.06265873e-03, 2.34967306e-01, 4.75389155e-04
1.06089842e-03, 2.34671965e-01, 4.76400281e-04
2.75091443e-04, 2.34482184e-01, 2.92297569e-04
4.54907247e-04, 2.34673664e-01, 3.58171732e-04
7.13545771e-04, 2.34949440e-01, 4.15570103e-04
1.06478832e-03, 2.35324487e-01, 4.74160741e-04
2.76289793e-04, 2.34919116e-01, 2.91668577e-04
4.56721522e-04, 2.35109597e-01, 3.57246143e-04
7.15906732e-04, 2.35383794e-01, 4.14284092e-04
1.06736575e-03, 2.35756457e-01, 4.72662534e-04
2.77746993e-04, 2.35447541e-01, 2.90890719e-04
4.58921160e-04, 2.35636801e-01, 3.56108678e-04
7.18765019e-04, 2.35909060e-01, 4.12714347e-04
1.07048568e-03, 2.36278832e-01, 4.70832369e-04
2.79520522e-04, 2.36086577e-01, 2.89924908e-04
4.61589079e-04, 2.36274362e-01, 3.54706950e-04
7.22225930e-04, 2.36544296e-01, 4.10795095e-04
1.07426266e-03, 2.36910582e-01, 4.68592363e-04
2.81681132e-04, 2.36859396e-01, 2.88720476e-04
4.64826298e-04, 2.37045392e-01, 3.52974021e-04
7.26417056e-04, 2.37312526e-01, 4.08444030e-04
1.07883569e-03, 2.37674564e-01, 4.65844816e-04
2.84447655e-04, 2.37794012e-01, 2.87267932e-04
4.68974555e-04, 2.37977847e-01, 3.50884482e-04
7.31834501e-04, 2.38241553e-01, 4.05615516e-04
1.08487485e-03, 2.38598481e-01, 4.62547527e-04
2.87730858e-04, 2.38924280e-01, 2.85701448e-04
4.73933207e-04, 2.39105493e-01, 3.48613132e-04
7.38358940e-04, 2.39365056e-01, 4.02491045e-04
1.09219656e-03, 2.39715815e-01, 4.58890892e-04
2.91603385e-04, 2.40291178e-01, 2.84192531e-04
4.79829265e-04, 2.40469202e-01, 3.46386369e-04
7.46176811e-04, 2.40723759e-01, 3.99357959e-04
1.10101677e-03, 2.41067037e-01, 4.55242989e-04
2.96343031e-04, 2.41820887e-01, 2.82516616e-04
4.87027515e-04, 2.41997391e-01, 3.43881926e-04
7.55791494e-04, 2.42249221e-01, 3.95880954e-04
1.11212453e-03, 2.42587984e-01, 4.51178377e-04
3.01385735e-04, 2.43595988e-01, 2.81422515e-04
4.94917214e-04, 2.43771240e-01, 3.41927866e-04
7.66467478e-04, 2.44020611e-01, 3.92998249e-04
1.12451788e-03, 2.44355053e-01, 4.47956176e-04
3.06517293e-04, 2.45742708e-01, 2.81561952e-04
5.03435556e-04, 2.45916471e-01, 3.41285486e-04
7.78270594e-04, 2.46162876e-01, 3.91656620e-04
1.13825337e-03, 2.46492073e-01, 4.46998514e-04
3.13256867e-04, 2.48300195e-01, 2.81703135e-04
5.14516258e-04, 2.48472154e-01, 3.40429659e-04
7.93664192e-04, 2.48714939e-01, 3.90104047e-04
1.15650601e-03, 2.49037787e-01, 4.45927959e-04
3.21368745e-04, 2.51183718e-01, 2.81730841e-04
5.27778757e-04, 2.51354814e-01, 3.39277321e-04
8.12122656e-04, 2.51595080e-01, 3.88354791e-04
1.17865927e-03, 2.51912743e-01, 4.44701378e-04
3.30524374e-04, 2.54670918e-01, 2.84443435e-04
5.43344708e-04, 2.54841030e-01, 3.41222883e-04
8.34165839e-04, 2.55078346e-01, 3.91015259e-04
1.20549463e-03, 2.55389720e-01, 4.49214102e-04
3.41241714e-04, 2.58598328e-01, 2.87815143e-04
5.61551307e-04, 2.58764386e-01, 3.43851920e-04
8.59980762e-04, 2.58994311e-01, 3.95096664e-04
1.23717263e-03, 2.59293288e-01, 4.55593166e-04
3.55384196e-04, 2.63239473e-01, 2.91356642e-04
5.84688562e-04, 2.63399959e-01, 3.47444351e-04
8.92340788e-04, 2.63620138e-01, 4.01405152e-04
1.27688993e-03, 2.63903111e-01, 4.64936078e-04
3.73013259e-04, 2.68599987e-01, 2.95092235e-04
6.12897449e-04, 2.68753648e-01, 3.52313364e-04
9.31507791e-04, 2.68961966e-01, 4.10207402e-04
1.32504979e-03, 2.69225776e-01, 4.77529422e-04
3.93458962e-04, 2.73728937e-01, 2.95528880e-04
6.43459149e-04, 2.73874402e-01, 3.55766126e-04
9.72899259e-04, 2.74069190e-01, 4.17596719e-04
1.37555844e-03, 2.74311990e-01, 4.88345919e-04
4.15275659e-04, 2.78760552e-01, 2.95462902e-04
6.75313000e-04, 2.78897643e-01, 3.59355094e-04
1.01575430e-03, 2.79078692e-01, 4.24857397e-04
1.42773869e-03, 2.79300421e-01, 4.98863054e-04
4.39203664e-04, 2.83716440e-01, 2.91651028e-04
7.09275017e-04, 2.83844471e-01, 3.58553167e-04
1.06059457e-03, 2.84011126e-01, 4.27682768e-04
1.48192479e-03, 2.84211040e-01, 5.04089985e-04
4.70217958e-04, 2.88601816e-01, 2.90061958e-04
7.44992692e-04, 2.88714945e-01, 3.58339719e-04
1.09644991e-03, 2.88862079e-01, 4.28511528e-04
1.51501258e-03, 2.89038479e-01, 5.05242497e-04
5.00665396e-04, 2.93455362e-01, 2.88619834e-04
7.80054310e-04, 2.93553084e-01, 3.56202014e-04
1.13100652e-03, 2.93680191e-01, 4.26371960e-04
1.54598639e-03, 2.93832630e-01, 5.02823619e-04
5.30871912e-04, 2.98289597e-01, 2.87453295e-04
8.14651896e-04, 2.98371971e-01, 3.54422518e-04
1.16491725e-03, 2.98479229e-01, 4.24282654e-04
1.57606590e-03, 2.98607796e-01, 5.00223832e-04
5.60429879e-04, 3.03105444e-01, 2.87764648e-04
8.48455238e-04, 3.03172708e-01, 3.53496900e-04
1.19789247e-03, 3.03260326e-01, 4.22135665e-04
1.60496065e-03, 3.03365409e-01, 4.96951281e-04
5.84662252e-04, 3.07078302e-01, 2.88094685e-04
8.76066915e-04, 3.07133168e-01, 3.52952542e-04
1.22470723e-03, 3.07204694e-01, 4.20613826e-04
1.62827841e-03, 3.07290465e-01, 4.94509644e-04
6.03804190e-04, 3.10361087e-01, 2.89509248e-04
8.97842867e-04, 3.10405761e-01, 3.53725860e-04
1.24569354e-03, 3.10464054e-01, 4.20421478e-04
1.64622825e-03, 3.10533971e-01, 4.93337982e-04
6.19462691e-04, 3.13071728e-01, 2.90595199e-04
9.15582408e-04, 3.13108057e-01, 3.54302843e-04
1.26267166e-03, 3.13155472e-01, 4.20232303e-04
1.66057737e-03, 3.13212365e-01, 4.92367079e-04
6.32245792e-04, 3.15311998e-01, 2.91440345e-04
9.30004171e-04, 3.15341473e-01, 3.54742195e-04
1.27637200e-03, 3.15379947e-01, 4.20059368e-04
1.67200272e-03, 3.15426111e-01, 4.91565384e-04
6.42496336e-04, 3.17164451e-01, 2.92759942e-04
9.41525446e-04, 3.17188263e-01, 3.55806900e-04
1.28720351e-03, 3.17219347e-01, 4.20711411e-04
1.68086798e-03, 3.17256659e-01, 4.91696934e-04
6.50821778e-04, 3.18695456e-01, 2.93974212e-04
9.50838148e-04, 3.18714589e-01, 3.56835371e-04
1.29587925e-03, 3.18739593e-01, 4.21415025e-04
1.68784813e-03, 3.18769634e-01, 4.91964573e-04
6.57685276e-04, 3.19960445e-01, 2.94971222e-04
9.58505669e-04, 3.19975793e-01, 3.57688492e-04
1.30301050e-03, 3.19995850e-01, 4.22004028e-04
1.69356796e-03, 3.20019931e-01, 4.92199673e-04
6.63165236e-04, 3.21006447e-01, 2.95984064e-04
9.64602164e-04, 3.21018666e-01, 3.58616904e-04
1.30861404e-03, 3.21034610e-01, 4.22734709e-04
1.69794867e-03, 3.21053773e-01, 4.92663123e-04
6.67666143e-04, 3.21871370e-01, 2.96956772e-04
9.69609478e-04, 3.21880996e-01, 3.59540863e-04
1.31321303e-03, 3.21893573e-01, 4.23510268e-04
1.70153636e-03, 3.21908653e-01, 4.93234431e-04
6.71384565e-04, 3.22586596e-01, 2.97761289e-04
9.73743969e-04, 3.22594047e-01, 3.60305974e-04
1.31700747e-03, 3.22603822e-01, 4.24154307e-04
1.70449249e-03, 3.22615564e-01, 4.93710686e-04
6.74429466e-04, 3.23177993e-01, 2.98420404e-04
9.77116055e-04, 3.23183686e-01, 3.60931037e-04
1.32008002e-03, 3.23191136e-01, 4.24677797e-04
1.70685176e-03, 3.23200077e-01, 4.94092936e-04
6.76947122e-04, 3.23666990e-01, 2.98965751e-04
9.79903853e-04, 3.23671222e-01, 3.61448736e-04
1.32261997e-03, 3.23676765e-01, 4.25112346e-04
1.70880184e-03, 3.23683411e-01, 4.94411273e-04
6.79028919e-04, 3.24071378e-01, 2.99416861e-04
9.82208643e-04, 3.24074388e-01, 3.61877348e-04
1.32471963e-03, 3.24078351e-01, 4.25472768e-04
1.71041407e-03, 3.24083090e-01, 4.94676002e-04
6.80750352e-04, 3.24405730e-01, 2.99789972e-04
9.84114246e-04, 3.24407756e-01, 3.62232095e-04
1.32645562e-03, 3.24410379e-01, 4.25771490e-04
1.71174679e-03, 3.24413568e-01, 4.94895852e-04
6.82173762e-04, 3.24682206e-01, 3.00098589e-04
9.85689810e-04, 3.24683398e-01, 3.62525636e-04
1.32789079e-03, 3.24684978e-01, 4.26018989e-04
1.71284867e-03, 3.24686825e-01, 4.95078333e-04
6.83350721e-04, 3.24910849e-01, 3.00353830e-04
9.86992498e-04, 3.24911356e-01, 3.62768536e-04
1.32907729e-03, 3.24912012e-01, 4.26223967e-04
1.71375973e-03, 3.24912786e-01, 4.95229673e-04
6.84324012e-04, 3.25099885e-01, 3.00564890e-04
9.88069572e-04, 3.25099826e-01, 3.62969469e-04
1.33005844e-03, 3.25099736e-01, 4.26393643e-04
1.71451294e-03, 3.25099647e-01, 4.95355052e-04
1.80950699e-09, 2.33826533e-01, -4.51411410e-07
1.71231113e-05, 2.33844936e-01, 7.77112145e-05
1.70868898e-05, 2.33545750e-01, 7.78308167e-05
1.59433045e-09, 2.33527318e-01, -4.58938331e-07
6.70455047e-05, 2.33898565e-01, 1.52059045e-04
6.68789871e-05, 2.33599454e-01, 1.52277891e-04
1.50304622e-04, 2.33987972e-01, 2.23432449e-04
1.49881773e-04, 2.33688995e-01, 2.23743846e-04
2.05108952e-09, 2.34188378e-01, -4.42164094e-07
1.71680786e-05, 2.34206751e-01, 7.75656445e-05
6.72490423e-05, 2.34260291e-01, 1.51792046e-04
1.50818858e-04, 2.34349534e-01, 2.23051567e-04
2.31281772e-09, 2.34625980e-01, -4.30783786e-07
1.72250202e-05, 2.34644338e-01, 7.73879219e-05
6.74996409e-05, 2.34697759e-01, 1.51464599e-04
1.51446235e-04, 2.34786794e-01, 2.22582792e-04
2.58622812e-09, 2.35155210e-01, -4.16727204e-07
1.72975451e-05, 2.35173509e-01, 7.71704727e-05
6.78090510e-05, 2.35226795e-01, 1.51061933e-04
